ARO	AMR gene family	ARGs	Class	resistance mechanisms	Length
ARO:3003878	ADC beta-lactamase without carbapenemase activity	ADC-56	cephalosporin	antibiotic inactivation	383
ARO:3003879	ADC beta-lactamase without carbapenemase activity	ADC-61	cephalosporin	antibiotic inactivation	383
ARO:3003880	ADC beta-lactamase without carbapenemase activity	ADC-74	cephalosporin	antibiotic inactivation	383
ARO:3003881	ADC beta-lactamase without carbapenemase activity	ADC-75	cephalosporin	antibiotic inactivation	383
ARO:3003882	ADC beta-lactamase without carbapenemase activity	ADC-76	cephalosporin	antibiotic inactivation	383
ARO:3003883	ADC beta-lactamase without carbapenemase activity	ADC-77	cephalosporin	antibiotic inactivation	383
ARO:3003884	ADC beta-lactamase without carbapenemase activity	ADC-78	cephalosporin	antibiotic inactivation	383
ARO:3003885	ADC beta-lactamase without carbapenemase activity	ADC-79	cephalosporin	antibiotic inactivation	383
ARO:3003886	ADC beta-lactamase without carbapenemase activity	ADC-80	cephalosporin	antibiotic inactivation	383
ARO:3003887	ADC beta-lactamase without carbapenemase activity	ADC-81	cephalosporin	antibiotic inactivation	388
ARO:3003888	ADC beta-lactamase without carbapenemase activity	ADC-82	cephalosporin	antibiotic inactivation	383
ARO:3003894	Rm3 family beta-lactamase	Rm3	carbapenem;cephalosporin;penam	antibiotic inactivation	302
ARO:3003905	ANT(4')	ANT(4')-Ib	aminoglycoside antibiotic	antibiotic inactivation	253
ARO:3003907	Cfr 23S ribosomal RNA methyltransferase	cipA	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration	346
ARO:3003908	Erm 23S ribosomal RNA methyltransferase	Erm(47)	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	246
ARO:3003918	amp acetyltransferase	apmA	aminoglycoside antibiotic	antibiotic inactivation	274
ARO:3003920	lipid A phosphatase	pgpB	peptide antibiotic	antibiotic target alteration	236
ARO:3003922	resistance-nodulation-cell division (RND) antibiotic efflux pump	oqxA	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic	antibiotic efflux	391
ARO:3003923	resistance-nodulation-cell division (RND) antibiotic efflux pump	oqxB	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic	antibiotic efflux	1050
ARO:3003942	ATP-binding cassette (ABC) antibiotic efflux pump	abcA	cephalosporin;penam;peptide antibiotic	antibiotic efflux	1452
ARO:3003948	ATP-binding cassette (ABC) antibiotic efflux pump	efrA	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	575
ARO:3003949	ATP-binding cassette (ABC) antibiotic efflux pump	efrB	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	362
ARO:3003950	ATP-binding cassette (ABC) antibiotic efflux pump	msbA	nitroimidazole antibiotic	antibiotic efflux	582
ARO:3003952	ATP-binding cassette (ABC) antibiotic efflux pump	yojI	peptide antibiotic	antibiotic efflux	547
ARO:3003953	multidrug and toxic compound extrusion (MATE) transporter	hmrM	acridine dye;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic	antibiotic efflux	464
ARO:3003954	major facilitator superfamily (MFS) antibiotic efflux pump	efmA	fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux	428
ARO:3003955	major facilitator superfamily (MFS) antibiotic efflux pump	efpA	isoniazid;rifamycin antibiotic	antibiotic efflux	530
ARO:3003961	major facilitator superfamily (MFS) antibiotic efflux pump	farA	antibacterial free fatty acids	antibiotic efflux	384
ARO:3003962	major facilitator superfamily (MFS) antibiotic efflux pump	farB	antibacterial free fatty acids	antibiotic efflux	508
ARO:3003964	major facilitator superfamily (MFS) antibiotic efflux pump	hp1181	fluoroquinolone antibiotic;nitroimidazole antibiotic;tetracycline antibiotic	antibiotic efflux	443
ARO:3003967	major facilitator superfamily (MFS) antibiotic efflux pump	lrfA	fluoroquinolone antibiotic	antibiotic efflux	504
ARO:3003969	major facilitator superfamily (MFS) antibiotic efflux pump	lmrP	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic efflux	406
ARO:3003971	Erm 23S ribosomal RNA methyltransferase	erm(44)	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	243
ARO:3003980	major facilitator superfamily (MFS) antibiotic efflux pump	tetA(48)	tetracycline antibiotic	antibiotic efflux	343
ARO:3003981	major facilitator superfamily (MFS) antibiotic efflux pump	tetB(48)	tetracycline antibiotic	antibiotic efflux	271
ARO:3003982	Llm 23S ribosomal RNA methyltransferase	LlmA	lincosamide antibiotic	antibiotic target alteration	287
ARO:3003983	chloramphenicol acetyltransferase (CAT)	CatU	phenicol antibiotic	antibiotic inactivation	217
ARO:3003984	Bah amidohydrolase	BahA	peptide antibiotic	antibiotic inactivation	752
ARO:3003986	ATP-binding cassette (ABC) antibiotic efflux pump	TaeA	pleuromutilin antibiotic	antibiotic efflux	648
ARO:3003987	streptogramin vat acetyltransferase	VatI	streptogramin antibiotic	antibiotic inactivation	210
ARO:3003988	AAC(2')	AAC(2')-IIb	aminoglycoside antibiotic	antibiotic inactivation	240
ARO:3003989	AAC(6')	AAC(6')-34	aminoglycoside antibiotic	antibiotic inactivation	197
ARO:3003990	streptogramin vgb lyase	VgbC	streptogramin antibiotic	antibiotic inactivation	296
ARO:3003991	macrolide phosphotransferase (MPH)	mphI	macrolide antibiotic	antibiotic inactivation	308
ARO:3003992	rifampin phosphotransferase	rphB	rifamycin antibiotic	antibiotic inactivation	884
ARO:3003994	cpa acetyltransferase	cpaA	aminoglycoside antibiotic	antibiotic inactivation	161
ARO:3004032	ATP-binding cassette (ABC) antibiotic efflux pump	tetA(46)	tetracycline antibiotic	antibiotic efflux	574
ARO:3004033	ATP-binding cassette (ABC) antibiotic efflux pump	tetB(46)	tetracycline antibiotic	antibiotic efflux	578
ARO:3004035	ATP-binding cassette (ABC) antibiotic efflux pump	tetA(60)	tetracycline antibiotic	antibiotic efflux	579
ARO:3004036	ATP-binding cassette (ABC) antibiotic efflux pump	tetB(60)	tetracycline antibiotic	antibiotic efflux	579
ARO:3004038	small multidrug resistance (SMR) antibiotic efflux pump	Pseudomonas	aminoglycoside antibiotic	antibiotic efflux	110
ARO:3004039	small multidrug resistance (SMR) antibiotic efflux pump	Escherichia	macrolide antibiotic	antibiotic efflux	110
ARO:3004041	resistance-nodulation-cell division (RND) antibiotic efflux pump	Klebsiella	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	398
ARO:3004042	resistance-nodulation-cell division (RND) antibiotic efflux pump	Enterobacter	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	397
ARO:3004043	resistance-nodulation-cell division (RND) antibiotic efflux pump	Escherichia	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	397
ARO:3004054	resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas	aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux	225
ARO:3004056	resistance-nodulation-cell division (RND) antibiotic efflux pump	ArmR	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux	53
ARO:3004063	Edeine acetyltransferase	EdeQ	peptide antibiotic;polyamine antibiotic	antibiotic inactivation	145
ARO:3004072	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmB	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	498
ARO:3004073	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxA	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	426
ARO:3004074	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxB	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	1043
ARO:3004075	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxC	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	1036
ARO:3004077	multidrug and toxic compound extrusion (MATE) transporter	PmpM	aminoglycoside antibiotic;benzalkonium chloride;fluoroquinolone antibiotic	antibiotic efflux	477
ARO:3004085	lincosamide nucleotidyltransferase (LNU)	lnuG	lincosamide antibiotic	antibiotic inactivation	267
ARO:3004086	APH(3')	APH(3')-VIII	aminoglycoside antibiotic	antibiotic inactivation	259
ARO:3004087	APH(3')	APH(3')-IX	aminoglycoside antibiotic	antibiotic inactivation	266
ARO:3004089	ANT(3'')	ANT(3'')-IIa	aminoglycoside antibiotic	antibiotic inactivation	323
ARO:3004090	ANT(3'')	ANT(3'')-IIb	aminoglycoside antibiotic	antibiotic inactivation	263
ARO:3004091	ANT(3'')	ANT(3'')-IIc	aminoglycoside antibiotic	antibiotic inactivation	259
ARO:3004092	HMB beta-lactamase	HMB-1	carbapenem	antibiotic inactivation	241
ARO:3004093	NDM beta-lactamase	NDM-17	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	270
ARO:3004094	Erm 23S ribosomal RNA methyltransferase	Erm(48)	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	243
ARO:3004099	resistance-nodulation-cell division (RND) antibiotic efflux pump	LpeA	macrolide antibiotic	antibiotic efflux	355
ARO:3004100	resistance-nodulation-cell division (RND) antibiotic efflux pump	LpeB	macrolide antibiotic	antibiotic efflux	1014
ARO:3004102	16S rRNA methyltransferase (A1408)	kamB	aminoglycoside antibiotic	antibiotic target alteration	215
ARO:3004103	major facilitator superfamily (MFS) antibiotic efflux pump	QepA2	fluoroquinolone antibiotic	antibiotic efflux	511
ARO:3004105	TMB beta-lactamase	TMB-1	carbapenem;cephalosporin;cephamycin	antibiotic inactivation	245
ARO:3004106	TMB beta-lactamase	TMB-2	carbapenem;cephalosporin;cephamycin	antibiotic inactivation	245
ARO:3004107	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas	acridine dye;cephalosporin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration	156
ARO:3004110	MCR phosphoethanolamine transferase	MCR-2	peptide antibiotic	antibiotic target alteration	538
ARO:3004111	fosfomycin thiol transferase	FosA6	fosfomycin	antibiotic inactivation	139
ARO:3004113	fosfomycin thiol transferase	FosA7	fosfomycin	antibiotic inactivation	140
ARO:3004122	General Bacterial Porin with reduced permeability to beta-lactams	Klebsiella	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	374
ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	Burkholderia	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic	374
ARO:3004139	MCR phosphoethanolamine transferase	MCR-3	peptide antibiotic	antibiotic target alteration	541
ARO:3004142	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprZ	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux	463
ARO:3004143	resistance-nodulation-cell division (RND) antibiotic efflux pump	AxyX	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux	391
ARO:3004144	resistance-nodulation-cell division (RND) antibiotic efflux pump	AxyY	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux	1045
ARO:3004146	Cfr 23S ribosomal RNA methyltransferase	cfrC	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic	antibiotic target alteration	344
ARO:3004185	methicillin resistant PBP2	mecD	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target replacement	678
ARO:3004189	subclass B1 Bacillus anthracis Bla beta-lactamase	Bla2	carbapenem;cephalosporin;penam	antibiotic inactivation	256
ARO:3004191	APH(2'')	APH(2'')-If	aminoglycoside antibiotic	antibiotic inactivation	297
ARO:3004194	MCR phosphoethanolamine transferase	MCR-1.2	peptide antibiotic	antibiotic target alteration	541
ARO:3004213	GOB beta-lactamase	GOB-18	carbapenem;cephalosporin;penam	antibiotic inactivation	290
ARO:3004239	NPS beta-lactamase	NPS-1	cephalosporin;penam	antibiotic inactivation	260
ARO:3004253	glycopeptide resistance gene cluster;vanU	vanUG	glycopeptide antibiotic	antibiotic target alteration	75
ARO:3004254	glycopeptide resistance gene cluster;vanV	vanVB	glycopeptide antibiotic	antibiotic target alteration	114
ARO:3004289	subclass B1 Vibrio cholerae varG beta-lactamase	Vibrio	carbapenem	antibiotic inactivation	390
ARO:3004290	ampC-type beta-lactamase	Escherichia	cephalosporin;penam	antibiotic inactivation	377
ARO:3004291	ampC-type beta-lactamase	Rhodobacter	cephalosporin;penam	antibiotic inactivation	380
ARO:3004292	ampC-type beta-lactamase	Laribacter	cephalosporin;penam	antibiotic inactivation	390
ARO:3004294	BUT beta-lactamase	BUT-1	cephalosporin	antibiotic inactivation	397
ARO:3004325	MCR phosphoethanolamine transferase	MCR-4	peptide antibiotic	antibiotic target alteration	541
ARO:3004332	MCR phosphoethanolamine transferase	MCR-5	peptide antibiotic	antibiotic target alteration	547
ARO:3004336	PDC beta-lactamase	PDC-73	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004337	PDC beta-lactamase	PDC-74	carbapenem;cephalosporin;monobactam	antibiotic inactivation	397
ARO:3004338	PDC beta-lactamase	PDC-75	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004339	PDC beta-lactamase	PDC-76	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004340	PDC beta-lactamase	PDC-77	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004341	PDC beta-lactamase	PDC-78	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004342	PDC beta-lactamase	PDC-79	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004343	PDC beta-lactamase	PDC-80	carbapenem;cephalosporin;monobactam	antibiotic inactivation	397
ARO:3004344	PDC beta-lactamase	PDC-81	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004345	PDC beta-lactamase	PDC-82	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004346	PDC beta-lactamase	PDC-83	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004347	PDC beta-lactamase	PDC-84	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004348	PDC beta-lactamase	PDC-85	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004349	PDC beta-lactamase	PDC-86	carbapenem;cephalosporin;monobactam	antibiotic inactivation	397
ARO:3004350	PDC beta-lactamase	PDC-87	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004351	PDC beta-lactamase	PDC-88	carbapenem;cephalosporin;monobactam	antibiotic inactivation	369
ARO:3004352	PDC beta-lactamase	PDC-89	carbapenem;cephalosporin;monobactam	antibiotic inactivation	368
ARO:3004353	PDC beta-lactamase	PDC-90	carbapenem;cephalosporin;monobactam	antibiotic inactivation	368
ARO:3004354	PDC beta-lactamase	PDC-91	carbapenem;cephalosporin;monobactam	antibiotic inactivation	367
ARO:3004355	PDC beta-lactamase	PDC-92	carbapenem;cephalosporin;monobactam	antibiotic inactivation	369
ARO:3004356	PDC beta-lactamase	PDC-93	carbapenem;cephalosporin;monobactam	antibiotic inactivation	371
ARO:3004357	chloramphenicol acetyltransferase (CAT)	catV	phenicol antibiotic	antibiotic inactivation	219
ARO:3004359	ACI beta-lactamase	ACI-1	cephalosporin;penam;penem	antibiotic inactivation	284
ARO:3004361	sulfonamide resistant sul	sul4	sulfonamide antibiotic	antibiotic target replacement	287
ARO:3004362	OXA beta-lactamase	OXA-535	carbapenem;cephalosporin;penam	antibiotic inactivation	265
ARO:3004364	lipid A acyltransferase	almG	peptide antibiotic	antibiotic target alteration	273
ARO:3004379	major facilitator superfamily (MFS) antibiotic efflux pump	QepA4	fluoroquinolone antibiotic	antibiotic efflux	511
ARO:3004441	major facilitator superfamily (MFS) antibiotic efflux pump	tet(59)	tetracycline antibiotic	antibiotic efflux	400
ARO:3004442	tetracycline-resistant ribosomal protection protein	tet(W/N/W)	tetracycline antibiotic	antibiotic target protection	639
ARO:3004444	RSA beta-lactamase	RSA-1	carbapenem;cephalosporin	antibiotic inactivation	285
ARO:3004445	RSA beta-lactamase	RSA-2	carbapenem;cephalosporin	antibiotic inactivation	283
ARO:3004448	HERA beta-lactamase	HERA-1	penam	antibiotic inactivation	290
ARO:3004450	TRU beta-lactamase	TRU-1	cephalosporin;penam	antibiotic inactivation	382
ARO:3004451	chloramphenicol acetyltransferase (CAT)	Agrobacterium	phenicol antibiotic	antibiotic inactivation	209
